MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:00.313,2020/01/20,20:00:00.292,,,,,,,,,,,,0
MSG,4,111,11111,AAEAFD,111111,2020/01/20,20:00:01.588,2020/01/20,20:00:01.542,,,362,272,,,0,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:01.682,2020/01/20,20:00:01.670,,,,,,,,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:01.710,2020/01/20,20:00:01.675,,28000,,,43.07544,-75.99943,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:01.911,2020/01/20,20:00:01.869,,,,,,,,,,,,0
MSG,5,111,11111,AAEAFD,111111,2020/01/20,20:00:01.916,2020/01/20,20:00:01.871,,28000,,,,,,,0,,0,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:02.581,2020/01/20,20:00:02.526,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:02.604,2020/01/20,20:00:02.588,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:02.621,2020/01/20,20:00:02.590,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:02.622,2020/01/20,20:00:02.591,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:02.634,2020/01/20,20:00:02.592,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:02.635,2020/01/20,20:00:02.593,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:02.644,2020/01/20,20:00:02.594,,,,,,,,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:02.677,2020/01/20,20:00:02.654,,28000,,,43.07548,-76.00165,,,,,,0
MSG,7,111,11111,AAEAFD,111111,2020/01/20,20:00:02.897,2020/01/20,20:00:02.853,,28000,,,,,,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:03.586,2020/01/20,20:00:03.571,,28000,,,43.07556,-76.00367,,,,,,0
MSG,4,111,11111,AAEAFD,111111,2020/01/20,20:00:04.545,2020/01/20,20:00:04.492,,,362,272,,,0,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:04.548,2020/01/20,20:00:04.493,,28000,,,43.07561,-76.00591,,,,,,0
MSG,5,111,11111,AAEAFD,111111,2020/01/20,20:00:04.714,2020/01/20,20:00:04.686,,28000,,,,,,,0,,0,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:04.910,2020/01/20,20:00:04.883,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:04.929,2020/01/20,20:00:04.885,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:04.954,2020/01/20,20:00:04.946,,,,,,,,,,,,0
MSG,4,111,11111,AAEAFD,111111,2020/01/20,20:00:05.613,2020/01/20,20:00:05.602,,,362,272,,,0,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:05.636,2020/01/20,20:00:05.605,,28000,,,43.07567,-76.00839,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:05.775,2020/01/20,20:00:05.736,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:07.214,2020/01/20,20:00:07.177,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:07.247,2020/01/20,20:00:07.240,,,,,,,,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:07.560,2020/01/20,20:00:07.507,,28000,,,43.07576,-76.01277,,,,,,0
MSG,5,111,11111,AAEAFD,111111,2020/01/20,20:00:09.353,2020/01/20,20:00:09.338,,28000,,,,,,,0,,0,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:09.570,2020/01/20,20:00:09.537,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:11.123,2020/01/20,20:00:11.108,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:11.133,2020/01/20,20:00:11.109,,,,,,,,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:11.657,2020/01/20,20:00:11.633,,28000,,,43.07593,-76.02213,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:11.821,2020/01/20,20:00:11.767,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:11.833,2020/01/20,20:00:11.828,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:11.843,2020/01/20,20:00:11.830,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:12.054,2020/01/20,20:00:12.027,,,,,,,,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:12.638,2020/01/20,20:00:12.616,,28000,,,43.07597,-76.02437,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:14.147,2020/01/20,20:00:14.123,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:14.166,2020/01/20,20:00:14.126,,,,,,,,,,,,0
MSG,4,111,11111,AAEAFD,111111,2020/01/20,20:00:14.414,2020/01/20,20:00:14.386,,,361,272,,,64,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:15.730,2020/01/20,20:00:15.697,,,,,,,,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:16.623,2020/01/20,20:00:16.613,,28000,,,43.07618,-76.03343,,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:17.635,2020/01/20,20:00:17.598,,28000,,,43.07620,-76.03580,,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:20.498,2020/01/20,20:00:20.480,,28000,,,43.07637,-76.04233,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:21.060,2020/01/20,20:00:21.008,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:21.157,2020/01/20,20:00:21.136,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:21.171,2020/01/20,20:00:21.138,,,,,,,,,,,,0
MSG,4,111,11111,AAEAFD,111111,2020/01/20,20:00:21.709,2020/01/20,20:00:21.663,,,361,272,,,0,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:23.417,2020/01/20,20:00:23.367,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:44.179,2020/01/20,20:00:44.142,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:44.287,2020/01/20,20:00:44.271,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:44.306,2020/01/20,20:00:44.273,,,,,,,,,,,,0
MSG,3,111,11111,AAEAFD,111111,2020/01/20,20:00:44.765,2020/01/20,20:00:44.731,,28000,,,43.07744,-76.09752,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:45.023,2020/01/20,20:00:44.993,,,,,,,,,,,,0
MSG,8,111,11111,AAEAFD,111111,2020/01/20,20:00:48.799,2020/01/20,20:00:48.792,,,,,,,,,,,,0
MSG,5,111,11111,AAEAFD,111111,2020/01/20,20:00:48.826,2020/01/20,20:00:48.795,,28000,,,,,,,0,,0,0
MSG,5,111,11111,AAEAFD,111111,2020/01/20,20:00:49.879,2020/01/20,20:00:49.844,,28000,,,,,,,0,,0,0
MSG,7,111,11111,000000,111111,2020/01/20,20:01:48.824,2020/01/20,20:01:48.831,,,,,,,,,,,,
MSG,8,111,11111,A2BEC7,111111,2020/01/20,20:02:20.479,2020/01/20,20:02:20.481,,,,,,,,,,,,0
